,Education Level,Age,Gender,Children,Weekly Earnings,Year,Weekly Hours Worked,Sleeping,Grooming,Housework,Food & Drink Prep,Caring for Children,Playing with Children,Job Searching,Shopping,Eating and Drinking,Socializing & Relaxing,Television,Golfing,Running,Volunteering,Employment Status
31469,19,27,1,1,540,2012,40,555,65,0,60,0,0,0,55,45,263,90,0,0,0,Employed
31470,15,46,1,1,2154,2012,50,457,20,0,45,0,0,0,0,65,95,95,0,0,0,Employed
31471,13,38,1,2,800,2012,70,505,60,0,0,0,0,0,0,15,45,45,0,0,0,Employed
31472,17,39,2,2,0,2012,45,630,75,0,5,55,0,0,0,150,495,240,0,0,0,Employed
31473,13,33,1,4,1115,2012,40,510,35,0,0,150,150,0,20,50,55,40,0,0,0,Employed
31474,16,80,2,0,577,2012,45,450,80,115,70,0,0,0,0,55,30,0,0,0,0,Employed
31475,13,46,1,5,0,2012,0,480,0,615,0,10,0,0,0,60,275,0,0,0,0,Not in labor force
31476,14,39,1,1,0,2012,35,480,0,0,15,135,75,0,50,90,105,105,0,0,0,Employed
31477,19,43,2,1,0,2012,0,420,109,20,75,0,0,0,109,30,302,150,0,0,0,Not in labor force
31478,19,31,2,2,52,2012,6,635,60,0,0,5,0,0,0,30,380,315,0,0,0,Employed
31479,13,37,2,0,1635,2012,50,540,100,0,0,0,0,0,0,85,95,60,0,0,0,Employed
31480,15,30,2,0,731,2012,40,630,30,0,0,0,0,0,25,15,430,95,0,0,0,Employed
31481,19,27,2,0,539,2012,40,360,50,2,13,0,0,0,0,83,51,0,0,0,0,Employed
31482,13,40,2,0,0,2012,0,960,30,0,90,0,0,0,90,60,155,155,0,0,0,Not in labor force
31483,13,45,1,1,865,2012,40,480,0,0,0,0,0,0,0,60,895,895,0,0,0,Employed
31484,13,46,1,1,1201,2012,65,435,60,0,0,0,0,0,5,60,570,150,0,0,0,Employed
31485,19,55,2,0,760,2012,40,420,60,120,15,0,0,0,0,25,240,240,0,0,0,Employed
31486,19,52,2,0,1687,2012,40,630,70,0,0,0,0,0,0,45,20,0,0,0,0,Employed
31487,15,63,2,0,0,2012,0,425,20,40,118,0,0,0,0,52,580,230,0,0,0,Not in labor force
31488,19,57,2,1,520,2012,0,625,30,125,30,0,0,0,15,50,410,380,0,0,0,Employed
31489,13,38,2,3,0,2012,0,355,45,180,173,330,120,0,0,30,20,0,0,0,0,Not in labor force
31490,13,30,2,2,1058,2012,40,545,65,0,20,229,0,0,0,40,132,60,0,0,0,Employed
31491,13,63,1,0,0,2012,0,540,0,0,70,0,0,0,0,50,780,265,0,0,0,Not in labor force
31492,9,39,1,2,350,2012,0,480,0,0,0,0,0,0,0,110,430,430,0,0,0,Employed
31493,13,30,1,0,450,2012,40,360,40,0,0,0,0,0,0,60,325,325,0,0,0,Employed
31494,15,63,1,0,0,2012,0,540,30,0,60,0,0,0,285,105,390,390,0,0,0,Not in labor force
31495,13,45,2,1,0,2012,0,330,0,0,60,0,0,0,0,30,300,120,0,0,0,Not in labor force
31496,13,20,1,0,154,2012,41,345,75,0,0,0,0,0,7,15,430,30,0,0,0,Employed
31497,19,42,1,0,1346,2012,60,515,0,190,0,0,0,0,0,105,400,370,0,0,0,Employed
31498,19,24,2,0,360,2012,40,240,15,0,0,0,0,0,0,20,638,290,0,0,0,Employed
31499,15,60,2,0,369,2012,40,570,30,0,30,0,0,0,0,60,120,0,0,60,0,Employed
31500,13,64,1,0,0,2012,0,450,0,0,60,0,0,0,0,30,899,359,0,0,0,Not in labor force
31501,15,49,1,3,2500,2012,40,495,0,240,135,0,0,0,25,40,150,150,300,0,0,Employed
31502,13,59,2,0,865,2012,40,360,150,30,30,0,0,0,60,60,195,180,0,0,0,Employed
31503,15,44,2,2,770,2012,37,505,70,120,0,0,0,0,5,173,120,60,0,0,0,Employed
31504,13,37,2,1,577,2012,40,660,45,0,0,30,0,0,40,30,407,0,0,0,0,Employed
31505,12,46,1,1,160,2012,31,660,0,300,35,0,0,0,0,30,415,415,0,0,0,Employed
31506,13,50,1,0,923,2012,40,360,30,0,0,0,0,0,15,25,588,588,0,0,0,Employed
31507,19,42,2,0,2019,2012,50,480,48,0,5,0,0,0,0,30,85,85,0,0,0,Employed
31508,15,29,1,0,1010,2012,40,720,0,5,2,0,0,0,20,10,663,663,0,0,0,Employed
31509,16,38,1,2,1192,2012,45,705,0,45,60,45,0,0,120,135,150,60,0,0,0,Employed
31510,16,30,2,0,2115,2012,40,690,0,0,0,0,0,0,70,210,60,0,0,0,0,Employed
31511,19,34,2,2,646,2012,35,315,90,0,0,60,0,0,0,0,0,0,0,0,0,Employed
31512,13,80,2,1,0,2012,0,630,30,240,90,0,0,0,0,75,375,255,0,0,0,Not in labor force
31513,15,26,2,0,577,2012,40,720,0,0,85,0,0,0,25,60,340,230,0,0,0,Employed
31514,19,40,2,2,456,2012,38,500,72,10,56,24,0,0,108,70,458,398,0,0,0,Employed
31515,17,46,2,3,1058,2012,50,450,30,0,45,7,0,0,20,15,225,0,0,0,421,Employed
31516,19,51,2,2,0,2012,0,448,60,60,0,120,0,0,0,30,624,594,0,0,0,Not in labor force
31517,13,35,2,2,0,2012,0,495,30,120,70,255,150,0,0,60,405,315,0,0,0,Not in labor force
31518,15,30,1,0,544,2012,37,510,45,0,0,0,0,0,0,110,50,50,0,0,0,Employed
31519,13,56,2,0,0,2012,0,420,0,0,0,0,0,0,0,30,30,0,0,0,0,Not in labor force
31520,19,60,2,0,0,2012,0,180,60,30,55,0,0,60,40,50,480,150,0,0,0,Unemployed
31521,13,49,1,0,0,2012,37,513,105,25,0,0,0,0,155,170,150,150,0,0,0,Employed
31522,15,27,1,0,654,2012,40,300,45,0,0,0,0,0,5,33,175,175,0,0,0,Employed
31523,13,51,2,0,350,2012,32,668,48,0,105,0,0,0,0,62,409,402,0,0,40,Employed
31524,10,50,1,0,0,2012,0,725,66,0,60,0,0,0,0,100,389,389,0,0,0,Not in labor force
31525,15,43,2,0,646,2012,60,565,90,0,0,0,0,0,220,120,75,60,0,0,0,Employed
31526,9,38,2,1,0,2012,0,840,45,120,90,0,0,0,60,30,233,53,0,0,0,Not in labor force
31527,19,55,2,0,1048,2012,40,540,45,5,0,0,0,0,0,339,325,325,0,0,0,Employed
31528,19,23,2,3,0,2012,0,800,0,0,0,130,0,0,0,10,0,0,0,0,0,Not in labor force
31529,13,68,2,1,0,2012,0,946,30,30,45,60,60,0,10,5,300,240,0,0,0,Not in labor force
31530,9,15,1,2,0,2012,0,360,10,0,0,0,0,0,0,30,505,10,0,0,0,Not in labor force
31531,14,60,2,0,0,2012,0,740,15,0,5,0,0,0,0,10,275,275,0,0,0,Not in labor force
31532,19,20,1,2,0,2012,0,540,0,0,0,0,0,0,0,15,555,0,0,0,0,Not in labor force
31533,19,74,1,0,0,2012,0,375,60,0,0,0,0,0,0,255,295,285,0,0,0,Not in labor force
31534,19,56,1,0,0,2012,0,540,30,20,35,0,0,0,90,25,650,650,0,0,0,Not in labor force
31535,13,31,1,1,438,2012,50,720,0,0,60,0,0,0,0,0,540,540,0,0,0,Employed
31536,15,31,2,0,0,2012,0,655,80,120,30,0,0,0,60,60,410,350,0,0,0,Not in labor force
31537,13,39,2,1,422,2012,40,495,30,10,70,40,0,0,75,125,425,270,0,0,0,Employed
31538,15,42,2,1,1000,2012,40,545,75,135,0,0,0,0,75,50,180,120,0,90,0,Employed
31539,11,35,1,0,0,2012,0,658,50,0,0,0,0,0,0,45,450,450,0,0,0,Not in labor force
31540,13,58,2,0,720,2012,40,450,60,15,0,0,0,0,20,35,144,144,0,0,0,Employed
31541,13,39,2,1,500,2012,25,420,0,0,120,170,0,0,0,60,290,0,0,0,0,Employed
31542,15,65,1,0,0,2012,0,300,30,45,544,0,0,0,0,120,0,0,0,0,60,Not in labor force
31543,13,54,2,0,315,2012,0,370,85,0,50,0,0,0,0,30,135,0,0,0,0,Employed
31544,19,35,2,3,0,2012,0,480,0,420,60,60,0,0,0,60,300,300,0,0,0,Not in labor force
31545,15,39,2,4,0,2012,0,340,2,0,95,22,0,0,45,75,221,85,0,0,0,Not in labor force
31546,16,37,1,4,2692,2012,40,270,20,0,0,95,0,0,0,30,120,20,0,0,0,Employed
31547,14,59,1,0,135,2012,20,405,60,0,45,0,0,0,0,60,240,0,0,0,60,Employed
31548,14,27,2,2,480,2012,40,490,47,185,25,152,60,0,10,40,458,368,0,0,0,Employed
31549,19,57,2,0,640,2012,40,525,70,0,50,0,0,0,0,90,80,80,0,0,0,Employed
31550,19,19,1,1,0,2012,0,480,60,0,0,0,0,0,0,60,60,0,0,0,0,Not in labor force
31551,13,41,2,2,620,2012,40,580,40,160,90,133,0,0,55,45,156,111,0,0,0,Employed
31552,13,30,2,2,0,2012,12,540,0,415,80,0,0,0,0,30,315,315,0,0,0,Employed
31553,13,50,2,0,500,2012,40,510,45,210,75,0,0,0,0,90,320,30,0,0,0,Employed
31554,11,49,2,0,0,2012,0,817,0,120,62,0,0,0,0,20,270,270,0,0,0,Not in labor force
31555,13,31,1,2,448,2012,32,465,105,180,0,90,90,0,0,105,405,405,0,0,15,Employed
31556,19,57,1,1,0,2012,0,510,60,120,80,0,0,0,0,190,250,190,0,0,0,Not in labor force
31557,13,59,1,0,0,2012,0,360,0,0,15,0,0,0,95,60,790,310,0,0,0,Not in labor force
31558,13,74,2,0,0,2012,0,655,0,60,210,0,0,0,0,75,240,60,0,0,0,Not in labor force
31559,12,18,2,0,0,2012,0,780,30,0,30,0,0,0,30,15,475,235,0,0,0,Not in labor force
31560,19,23,1,0,250,2012,20,660,0,0,0,0,0,0,0,40,0,0,0,0,0,Employed
31561,19,29,2,1,1256,2012,55,540,12,20,10,0,0,0,200,90,310,150,0,0,0,Employed
31562,16,41,2,0,100,2012,20,360,120,0,0,0,0,0,10,75,0,0,0,0,420,Employed
31563,15,47,1,2,990,2012,0,415,40,0,0,120,120,0,0,10,60,60,0,0,0,Employed
31564,13,50,1,2,660,2012,40,480,50,0,0,0,0,0,0,60,175,175,0,0,0,Employed
31565,13,36,1,0,200,2012,14,480,35,0,0,0,0,0,0,60,240,240,0,0,0,Employed
31566,19,64,2,0,0,2012,0,490,38,0,35,0,0,0,0,35,722,482,0,0,0,Not in labor force
31567,19,71,1,0,0,2012,0,440,30,0,15,0,0,0,20,20,535,150,0,0,0,Not in labor force
31568,18,35,2,1,1846,2012,40,540,60,105,60,30,0,0,155,105,180,180,0,0,0,Employed
31569,15,74,1,0,0,2012,0,495,45,175,75,0,0,0,130,115,250,205,0,0,0,Not in labor force
31570,13,72,1,0,440,2012,40,405,155,0,0,0,0,0,0,20,90,0,0,0,0,Employed
31571,13,75,2,0,0,2012,0,510,30,10,45,0,0,0,20,40,750,750,0,0,0,Not in labor force
31572,13,80,2,2,0,2012,0,270,30,208,50,0,0,0,0,30,775,450,0,0,0,Not in labor force
31573,14,65,2,0,0,2012,0,370,0,0,0,0,0,0,45,0,90,90,0,0,0,Not in labor force
31574,15,65,2,0,0,2012,0,540,0,345,0,0,0,0,0,10,240,165,0,0,0,Not in labor force
31575,16,37,2,1,0,2012,0,485,10,60,90,10,0,0,0,60,425,0,0,0,0,Not in labor force
31576,9,49,2,1,0,2012,0,540,0,120,60,0,0,0,120,210,330,210,0,0,0,Not in labor force
31577,12,41,2,2,638,2012,40,315,20,0,90,0,0,0,45,85,150,120,0,0,0,Employed
31578,14,30,1,1,770,2012,50,480,60,0,0,0,0,0,0,50,80,80,0,0,0,Employed
31579,14,33,2,0,901,2012,40,475,40,60,0,0,0,0,3,284,197,107,0,0,0,Employed
31580,16,35,2,2,1038,2012,55,400,55,255,65,40,0,0,0,95,295,120,0,0,0,Employed
31581,19,54,2,0,0,2012,0,770,75,0,5,0,0,0,0,5,380,200,0,0,0,Not in labor force
31582,12,46,2,0,400,2012,40,630,30,0,25,0,0,0,0,5,185,185,0,0,0,Employed
31583,13,38,1,0,0,2012,65,460,15,0,1,0,0,0,7,20,189,189,0,0,0,Employed
31584,13,46,2,0,577,2012,40,715,0,0,45,0,0,0,30,90,390,210,0,0,0,Employed
31585,13,51,1,1,620,2012,40,220,90,0,0,0,0,0,0,30,1060,1060,0,0,0,Employed
31586,13,59,1,0,0,2012,20,540,15,0,15,0,0,0,0,255,287,217,0,0,0,Employed
31587,13,74,2,0,0,2012,0,630,5,75,10,0,0,0,60,110,350,245,0,0,0,Not in labor force
31588,13,59,1,0,1000,2012,20,540,30,0,0,0,0,0,0,0,510,210,0,0,230,Employed
31589,16,36,2,1,673,2012,20,530,50,130,115,145,30,0,0,80,127,37,0,0,0,Employed
31590,13,29,1,1,952,2012,40,570,0,60,0,120,90,0,30,120,375,90,0,0,0,Employed
31591,15,39,2,3,269,2012,20,580,0,150,30,190,0,0,15,90,230,0,0,0,0,Employed
31592,14,46,2,2,0,2012,0,455,30,60,90,30,0,0,120,145,90,90,0,0,0,Not in labor force
31593,9,29,1,0,0,2012,0,730,30,320,0,0,0,0,30,30,240,240,0,0,0,Not in labor force
31594,14,56,2,0,1654,2012,48,450,0,620,0,0,0,0,0,40,330,330,0,0,0,Employed
31595,19,21,1,0,300,2012,25,843,60,0,0,0,0,0,90,45,210,210,0,0,0,Employed
31596,19,32,2,2,528,2012,24,550,50,120,115,185,0,0,0,70,0,0,0,0,90,Employed
31597,13,78,2,0,0,2012,0,520,50,20,40,0,0,0,0,90,690,390,0,0,0,Not in labor force
31598,15,43,2,2,0,2012,0,630,0,90,60,350,0,0,60,30,210,120,0,0,0,Not in labor force
31599,13,48,2,0,500,2012,60,635,30,0,30,0,0,0,0,60,30,30,0,0,0,Employed
31600,15,80,1,0,0,2012,0,600,0,0,0,0,0,0,51,90,618,403,0,0,0,Not in labor force
31601,13,68,2,0,0,2012,0,360,40,100,57,0,0,0,0,95,696,468,0,0,0,Not in labor force
31602,13,21,1,3,0,2012,0,464,30,0,0,90,60,0,0,6,850,460,0,0,0,Not in labor force
31603,19,26,2,1,600,2012,30,435,55,90,15,90,20,0,0,45,0,0,0,0,0,Employed
31604,14,59,1,0,882,2012,45,480,60,0,0,0,0,0,2,105,703,223,0,0,0,Employed
31605,13,80,1,0,0,2012,0,450,0,0,65,0,0,0,0,165,610,335,0,0,0,Not in labor force
31606,14,41,1,2,0,2012,60,270,20,0,0,200,200,0,0,50,510,300,0,0,0,Employed
31607,14,38,2,2,950,2012,40,540,90,0,0,35,0,0,0,120,115,0,0,0,0,Employed
31608,9,40,2,1,0,2012,0,570,0,240,145,105,0,0,0,50,270,150,0,0,0,Not in labor force
31609,13,19,2,0,0,2012,0,615,135,0,0,0,0,0,30,35,350,60,0,0,0,Unemployed
31610,16,48,2,3,0,2012,0,540,35,40,105,61,0,0,80,20,75,0,0,0,0,Not in labor force
31611,15,57,2,0,600,2012,40,180,0,0,0,0,0,0,0,0,1180,360,0,0,0,Employed
31612,12,66,1,0,0,2012,0,365,70,0,0,0,0,0,10,32,778,563,0,0,0,Not in labor force
31613,14,30,2,0,673,2012,40,550,50,140,230,0,0,0,0,5,285,0,0,0,60,Employed
31614,15,30,1,0,961,2012,40,615,0,0,120,0,0,0,360,100,180,0,0,0,0,Employed
31615,16,33,2,0,796,2012,50,270,60,0,0,0,0,0,60,60,0,0,0,0,0,Employed
31616,13,71,2,0,0,2012,0,660,0,60,320,0,0,0,0,120,80,20,0,0,0,Not in labor force
31617,11,70,2,0,0,2012,0,210,30,0,30,0,0,0,0,30,1080,900,0,0,0,Not in labor force
31618,11,16,1,4,150,2012,20,416,60,0,0,0,0,0,0,20,310,0,0,0,0,Employed
31619,15,28,2,1,0,2012,0,532,50,40,122,287,60,0,35,65,61,30,0,0,0,Not in labor force
31620,19,67,2,0,0,2012,0,440,75,10,41,0,0,0,60,60,439,100,0,0,0,Not in labor force
31621,19,55,2,0,569,2012,45,240,135,0,10,0,0,0,5,78,130,110,0,0,0,Employed
31622,14,69,2,0,0,2012,0,568,0,0,90,0,0,0,215,70,200,180,0,0,0,Not in labor force
31623,13,32,1,2,788,2012,45,375,0,10,0,60,60,0,5,0,495,30,0,0,0,Employed
31624,14,54,2,0,0,2012,13,105,0,0,90,0,0,0,0,420,90,30,0,0,0,Employed
31625,13,43,1,0,1250,2012,40,570,0,0,0,0,0,0,0,75,390,300,0,0,0,Employed
31626,11,63,2,2,0,2012,0,740,30,160,5,115,0,0,45,120,185,115,0,0,0,Not in labor force
31627,14,39,1,3,1250,2012,50,660,75,0,0,15,0,0,135,90,345,300,0,0,0,Employed
31628,19,40,2,1,159,2012,10,325,195,0,0,0,0,0,55,35,319,0,0,0,0,Employed
31629,13,56,2,0,0,2012,0,720,0,0,0,0,0,0,0,30,605,150,0,0,0,Not in labor force
31630,17,42,1,2,1634,2012,60,540,45,0,0,22,0,0,0,65,58,58,0,0,0,Employed
31631,19,35,1,2,577,2012,70,500,0,0,0,0,0,0,60,120,155,0,0,0,0,Employed
31632,10,63,1,0,0,2012,0,450,30,0,0,0,0,0,30,80,540,540,0,0,0,Not in labor force
31633,11,16,1,2,0,2012,0,340,40,0,15,0,0,0,0,93,90,45,0,0,0,Not in labor force
31634,15,56,1,0,962,2012,40,540,30,0,60,0,0,0,0,240,180,180,0,0,0,Employed
31635,13,62,2,0,115,2012,10,360,60,15,0,0,0,0,75,90,573,333,0,0,0,Employed
31636,14,33,1,0,713,2012,40,615,0,0,30,0,0,0,0,60,510,510,0,0,0,Employed
31637,15,60,2,0,960,2012,40,390,90,0,0,0,0,0,40,115,120,120,0,0,0,Employed
31638,15,64,1,0,0,2012,0,530,50,90,0,0,0,0,0,30,180,180,0,0,0,Not in labor force
31639,18,75,2,0,0,2012,0,420,90,60,60,0,0,0,0,150,495,225,0,0,0,Not in labor force
31640,19,26,1,1,0,2012,0,540,30,270,90,0,0,0,0,30,350,350,0,0,0,Unemployed
31641,15,37,2,0,577,2012,37,810,60,150,0,0,0,0,0,30,375,375,0,0,0,Employed
31642,11,53,1,1,0,2012,0,660,0,0,0,0,0,0,0,15,760,760,0,0,0,Not in labor force
31643,15,34,1,0,0,2012,40,485,35,0,20,0,0,0,0,5,75,70,0,0,0,Employed
31644,19,19,1,3,90,2012,10,683,15,0,0,0,0,0,0,39,120,95,0,0,0,Employed
31645,16,40,2,3,1731,2012,50,510,75,525,30,0,0,0,0,90,120,60,0,0,0,Employed
31646,14,33,2,4,0,2012,0,510,0,450,80,120,120,0,0,20,260,260,0,0,0,Not in labor force
31647,19,69,2,0,0,2012,0,420,40,180,100,0,0,0,60,110,120,120,0,0,0,Not in labor force
31648,10,17,1,4,0,2012,0,360,0,0,0,0,0,0,0,20,1060,120,0,0,0,Not in labor force
31649,11,79,2,0,0,2012,0,360,55,0,5,0,0,0,0,75,395,280,0,0,460,Not in labor force
31650,16,33,1,1,1500,2012,40,535,20,0,0,0,0,0,0,135,10,0,0,0,0,Employed
31651,19,29,1,2,476,2012,40,420,30,0,0,0,0,0,0,40,240,180,0,0,0,Employed
31652,15,37,2,2,0,2012,0,485,30,150,90,30,0,0,60,105,90,90,0,0,0,Not in labor force
31653,15,48,1,1,560,2012,40,540,30,0,0,0,0,0,80,90,380,200,0,0,0,Employed
31654,11,77,2,0,0,2012,40,525,105,60,30,0,0,0,0,135,445,445,0,0,0,Employed
31655,16,38,2,0,2577,2012,55,630,0,60,0,0,0,0,40,60,435,345,0,0,0,Employed
31656,19,61,2,0,60,2012,6,450,120,30,15,0,0,0,20,50,225,195,0,0,0,Employed
31657,13,37,2,1,0,2012,0,530,90,306,105,120,0,0,40,60,100,0,0,0,0,Not in labor force
31658,11,70,2,1,0,2012,0,834,35,30,20,20,0,0,10,45,329,220,0,0,0,Not in labor force
31659,15,62,1,0,162,2012,3,525,95,5,45,0,0,0,0,60,255,135,0,0,0,Employed
31660,11,19,1,1,0,2012,0,370,20,0,0,0,0,0,30,20,465,115,0,0,0,Unemployed
31661,15,27,1,0,1000,2012,50,315,60,0,0,0,0,0,0,240,60,60,0,0,0,Employed
31662,9,17,1,1,0,2012,0,510,35,0,0,0,0,0,0,75,545,365,0,0,0,Not in labor force
31663,13,50,2,0,400,2012,40,630,120,0,0,0,0,0,0,20,615,435,0,0,0,Employed
31664,17,42,1,2,0,2012,50,502,0,20,0,19,0,0,0,55,415,0,0,0,0,Employed
31665,12,66,2,0,0,2012,0,240,20,0,30,0,0,0,0,60,765,765,0,0,0,Not in labor force
31666,13,75,2,0,0,2012,0,536,4,0,30,0,0,0,0,70,800,800,0,0,0,Not in labor force
31667,16,45,2,1,0,2012,0,540,45,0,0,0,0,0,120,150,240,180,0,0,0,Not in labor force
31668,11,52,1,0,0,2012,0,210,10,60,30,0,0,0,98,146,466,0,0,0,0,Not in labor force
31669,14,22,2,1,288,2012,48,480,100,0,0,0,0,0,0,160,120,105,0,0,0,Employed
31670,19,46,2,2,0,2012,0,300,10,0,487,0,0,0,30,10,565,350,0,0,0,Not in labor force
31671,19,76,1,0,0,2012,0,300,83,0,2,0,0,0,244,50,352,152,0,0,0,Not in labor force
31672,13,46,2,0,0,2012,0,630,0,0,0,0,0,0,0,10,800,800,0,0,0,Not in labor force
31673,15,61,1,0,0,2012,0,450,100,60,0,0,0,10,60,70,75,0,0,0,0,Unemployed
31674,19,70,2,0,0,2012,0,570,95,0,15,0,0,0,0,75,88,65,0,0,405,Not in labor force
31675,14,27,2,3,371,2012,42,772,25,30,80,178,50,0,110,35,100,60,0,0,0,Employed
31676,18,35,1,1,2885,2012,40,493,75,60,5,276,210,0,40,85,220,0,0,0,0,Employed
31677,15,31,2,0,1216,2012,40,450,0,180,30,0,0,0,90,60,310,310,0,0,0,Employed
31678,19,34,2,4,0,2012,0,330,0,220,110,220,0,0,120,30,255,255,0,0,0,Not in labor force
31679,13,47,2,1,400,2012,35,510,0,0,0,0,0,0,525,90,225,225,0,0,0,Employed
31680,19,22,1,1,240,2012,0,240,115,0,0,0,0,0,140,140,40,30,0,0,0,Employed
31681,13,56,1,0,2692,2012,50,450,30,60,60,0,0,0,90,75,297,237,0,0,0,Employed
31682,15,33,2,2,750,2012,37,515,60,0,135,240,120,0,190,30,150,150,0,0,0,Employed
31683,15,67,1,0,2885,2012,24,480,0,0,20,0,0,0,10,115,415,265,0,0,60,Employed
31684,13,51,1,2,0,2012,0,630,0,70,90,190,150,160,0,20,160,40,0,0,0,Unemployed
31685,13,47,2,1,0,2012,0,405,41,25,89,7,0,0,135,0,137,137,0,0,227,Not in labor force
31686,12,64,2,1,0,2012,0,595,30,0,30,0,0,0,525,80,0,0,0,0,0,Not in labor force
31687,19,48,1,2,1346,2012,50,360,0,0,30,90,0,0,5,0,275,275,0,0,0,Employed
31688,13,18,2,1,316,2012,35,815,0,0,40,0,0,0,120,20,165,0,0,0,0,Employed
31689,19,56,1,0,0,2012,0,425,95,75,90,0,0,0,0,95,520,235,0,0,0,Not in labor force
31690,13,23,1,2,400,2012,40,385,10,0,0,0,0,0,0,40,730,190,0,0,0,Employed
31691,19,59,1,0,1115,2012,50,570,65,0,0,0,0,0,0,60,90,60,0,0,0,Employed
31692,14,31,2,1,0,2012,0,630,35,0,0,355,180,0,0,60,330,60,0,0,0,Not in labor force
31693,16,42,2,2,0,2012,0,540,30,60,50,84,0,0,0,150,228,30,0,0,0,Not in labor force
31694,19,34,1,2,2885,2012,60,530,30,0,125,30,0,0,0,165,375,180,0,0,0,Employed
31695,14,54,1,0,2596,2012,50,240,30,0,0,0,0,0,40,60,380,120,0,0,60,Employed
31696,19,47,1,1,462,2012,32,540,30,0,0,0,0,0,0,90,60,60,0,0,0,Employed
31697,13,50,2,1,460,2012,63,510,30,10,75,0,0,0,0,65,85,85,0,0,0,Employed
31698,19,19,1,1,0,2012,0,505,60,0,0,0,0,0,10,60,445,0,0,0,0,Not in labor force
31699,15,42,1,2,1116,2012,36,540,25,0,0,75,60,0,0,10,150,150,0,0,0,Employed
31700,19,26,1,0,496,2012,40,605,120,0,0,0,0,0,0,30,550,550,0,0,0,Employed
31701,15,54,2,0,962,2012,40,540,0,0,120,0,0,0,360,215,90,0,0,0,0,Employed
31702,13,80,2,0,0,2012,0,635,80,60,90,0,0,0,0,45,500,350,0,0,0,Not in labor force
31703,11,17,2,3,0,2012,0,620,20,125,160,75,0,0,0,60,260,210,0,0,0,Not in labor force
31704,19,22,1,0,0,2012,0,660,40,120,0,0,0,0,0,90,480,360,0,0,0,Not in labor force
31705,16,54,1,0,2404,2012,55,445,50,0,20,0,0,0,0,120,80,60,0,0,0,Employed
31706,19,85,2,0,0,2012,0,660,15,0,0,0,0,0,0,20,665,565,0,0,0,Not in labor force
31707,14,40,1,0,865,2012,40,420,110,0,0,0,0,0,0,60,10,0,0,0,115,Employed
31708,13,80,1,0,0,2012,0,420,60,0,0,0,0,0,0,60,390,120,0,0,0,Not in labor force
31709,14,41,2,3,333,2012,35,470,75,60,105,15,0,0,0,50,175,150,0,0,0,Employed
31710,15,48,2,1,1500,2012,50,480,60,0,55,15,0,0,0,30,100,60,0,0,0,Employed
31711,14,65,2,0,0,2012,0,570,55,0,90,0,0,0,0,140,525,195,0,0,0,Not in labor force
31712,9,37,2,2,300,2012,40,660,30,240,60,0,0,0,0,60,360,165,0,0,0,Employed
31713,13,55,1,2,0,2012,45,480,15,0,0,0,0,0,90,60,257,75,0,0,0,Employed
31714,15,44,1,0,1250,2012,40,465,18,5,1,0,0,0,0,145,165,100,0,0,0,Employed
31715,15,31,1,2,1346,2012,40,600,45,0,30,0,0,0,265,70,250,190,0,0,0,Employed
31716,19,26,1,1,673,2012,48,105,30,0,0,0,0,0,0,20,180,0,0,0,0,Employed
31717,15,44,2,2,600,2012,50,508,60,120,30,125,0,0,0,150,289,145,0,0,10,Employed
31718,11,18,2,0,32,2012,4,720,45,0,0,0,0,0,90,60,395,140,0,0,0,Employed
31719,14,39,1,2,1320,2012,40,480,0,0,0,0,0,0,0,50,293,203,0,0,0,Employed
31720,13,64,2,0,633,2012,45,420,60,75,130,0,0,0,0,105,90,90,0,0,0,Employed
31721,13,18,2,1,0,2012,0,538,30,0,5,0,0,0,0,50,120,0,0,0,0,Not in labor force
31722,13,80,1,0,0,2012,0,240,10,0,0,0,0,0,0,80,1070,30,0,0,0,Not in labor force
31723,15,47,2,1,0,2012,0,600,0,180,95,0,0,0,0,40,465,345,0,0,0,Not in labor force
31724,13,40,1,0,520,2012,40,510,60,0,0,0,0,0,0,30,280,75,0,0,0,Employed
31725,17,59,2,0,1088,2012,34,480,60,60,0,0,0,0,15,20,245,100,0,0,150,Employed
31726,19,79,2,0,0,2012,0,360,210,0,75,0,0,0,0,150,430,205,0,0,0,Not in labor force
31727,19,47,1,2,725,2012,45,660,0,0,175,0,0,0,0,300,295,295,0,0,0,Employed
31728,18,38,1,2,2885,2012,40,480,40,0,0,0,0,0,0,75,270,240,0,0,0,Employed
31729,15,52,1,0,2884,2012,60,510,0,0,0,0,0,0,0,0,840,30,0,0,0,Employed
31730,13,52,2,1,480,2012,24,535,120,0,105,0,0,0,40,30,435,330,0,0,0,Employed
31731,16,37,2,2,80,2012,7,450,60,0,75,195,135,0,60,120,0,0,0,0,435,Employed
31732,15,40,1,0,827,2012,40,465,105,0,0,0,0,0,90,60,0,0,0,0,0,Employed
31733,14,53,2,0,454,2012,36,543,45,0,20,0,0,0,0,5,45,0,0,0,0,Employed
31734,16,40,2,2,1250,2012,38,389,60,15,71,36,0,0,45,60,0,0,0,0,0,Employed
31735,15,23,2,0,320,2012,30,570,15,240,0,0,0,0,0,40,240,0,0,0,0,Employed
31736,13,53,2,1,0,2012,0,1238,0,0,0,0,0,0,0,20,180,0,0,0,0,Not in labor force
31737,17,40,1,1,1442,2012,45,390,15,0,0,90,60,0,120,105,495,330,0,0,0,Employed
